api_type,kind,member,type,default,status,comment
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_HSV_FULL,DINT,,present,"Transform the color space from BGR to HSV (supports images of type USINT or REAL; for USINT, all channels are scaled to a range from 0 to 255)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_HSV_FULL,DINT,,present,"Transform the color space from RGB to HSV (supports images of type USINT or REAL; for USINT, all channels are scaled to a range from 0 to 255)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_HLS_FULL,DINT,,present,"Transform the color space from BGR to HLS (for images of type USINT, all channels are scaled to a range from 0 to 255)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_HLS_FULL,DINT,,present,"Transform the color space from RGB to HLS (for images of type USINT, all channels are scaled to a range from 0 to 255)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_HSV_TO_BGR_FULL,DINT,,present,"Transform the color space from HSV (for images of type USINT, all channels are scaled to a range from 0 to 255) to BGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_HSV_TO_RGB_FULL,DINT,,present,"Transform the color space from HSV (for images of type USINT, all channels are scaled to a range from 0 to 255) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_HLS_TO_BGR_FULL,DINT,,present,"Transform the color space from HLS (for images of type USINT, all channels are scaled to a range from 0 to 255) to BGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_HLS_TO_RGB_FULL,DINT,,present,"Transform the color space from HLS (for images of type USINT, all channels are scaled to a range from 0 to 255) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_LBGR_TO_LAB,DINT,,present,"Transform the color space from LBGR to CIE L*a*b* (for images of type USINT, all channels are scaled to a range from 0 to 255)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_LRGB_TO_LAB,DINT,,present,"Transform the color space from LRGB to CIE L*a*b* (for images of type USINT, all channels are scaled to a range from 0 to 255)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_LBGR_TO_LUV,DINT,,present,"Transform the color space from LBGR to CIE L*u*v* (for images of type USINT, all channels are scaled to a range from 0 to 255)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_LRGB_TO_LUV,DINT,,present,"Transform the color space from LRGB to CIE L*u*v* (for images of type USINT, all channels are scaled to a range from 0 to 255)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_LAB_TO_LBGR,DINT,,present,"Transform the color space from CIE L*a*b* (for images of type USINT, all channels are scaled to a range from 0 to 255) to LBGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_LAB_TO_LRGB,DINT,,present,"Transform the color space from CIE L*a*b* (for images of type USINT, all channels are scaled to a range from 0 to 255) to LRGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_LUV_TO_LBGR,DINT,,present,"Transform the color space from CIE L*u*v* (for images of type USINT, all channels are scaled to a range from 0 to 255) to LBGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_LUV_TO_LRGB,DINT,,present,"Transform the color space from CIE L*u*v* (for images of type USINT, all channels are scaled to a range from 0 to 255) to LRGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV,DINT,,present,Transform the color space from BGR to YUV (scaled to the full value range of the image).
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV,DINT,,present,Transform the color space from RGB to YUV (scaled to the full value range of the image).
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_TO_BGR,DINT,,present,Transform the color space from YUV (scaled to the full value range of the image) to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_TO_RGB,DINT,,present,Transform the color space from YUV (scaled to the full value range of the image) to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_RG_TO_GRAY,DINT,,present,Transform the color space from BayerRG to Gray (supports images of type USINT or UINT).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GR_TO_GRAY,DINT,,present,Transform the color space from BayerGR to Gray (supports images of type USINT or UINT).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_BG_TO_GRAY,DINT,,present,Transform the color space from BayerBG to Gray (supports images of type USINT or UINT).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GB_TO_GRAY,DINT,,present,Transform the color space from BayerGB to Gray (supports images of type USINT or UINT).
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV12_TO_RGB,DINT,,present,Transform the color space from YUV420 NV12 to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV12_TO_BGR,DINT,,present,Transform the color space from YUV420 NV12 to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV21_TO_RGB,DINT,,present,Transform the color space from YUV420 NV21 (SP) to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV21_TO_BGR,DINT,,present,Transform the color space from YUV420 NV21 (SP) to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_SP_TO_RGB,DINT,,present,Transform the color space from YUV420 NV21 (SP) to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_SP_TO_BGR,DINT,,present,Transform the color space from YUV420 NV21 (SP) to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV12_TO_RGBA,DINT,,present,Transform the color space from YUV420 NV12 to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV12_TO_BGRA,DINT,,present,Transform the color space from YUV420 NV12 to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV21_TO_RGBA,DINT,,present,Transform the color space from YUV420 NV21 (SP) to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV21_TO_BGRA,DINT,,present,Transform the color space from YUV420 NV21 (SP) to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_SP_TO_RGBA,DINT,,present,Transform the color space from YUV420 NV21 (SP) to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_SP_TO_BGRA,DINT,,present,Transform the color space from YUV420 NV21 (SP) to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_YV12_TO_RGB,DINT,,present,Transform the color space from YUV420 YV12 (P) to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_YV12_TO_BGR,DINT,,present,Transform the color space from YUV420 YV12 (P) to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_IYUV_TO_RGB,DINT,,present,Transform the color space from YUV420 IYUV (I420) to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_IYUV_TO_BGR,DINT,,present,Transform the color space from YUV420 IYUV (I420) to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_I420_TO_RGB,DINT,,present,Transform the color space from YUV420 IYUV (I420) to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_I420_TO_BGR,DINT,,present,Transform the color space from YUV420 IYUV (I420) to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_P_TO_RGB,DINT,,present,Transform the color space from YUV420 YV12 (P) to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_P_TO_BGR,DINT,,present,Transform the color space from YUV420 YV12 (P) to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_YV12_TO_RGBA,DINT,,present,Transform the color space from YUV420 YV12 (P) to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_YV12_TO_BGRA,DINT,,present,Transform the color space from YUV420 YV12 (P) to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_IYUV_TO_RGBA,DINT,,present,Transform the color space from YUV420 IYUV (I420) to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_IYUV_TO_BGRA,DINT,,present,Transform the color space from YUV420 IYUV (I420) to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_I420_TO_RGBA,DINT,,present,Transform the color space from YUV420 IYUV (I420) to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_I420_TO_BGRA,DINT,,present,Transform the color space from YUV420 IYUV (I420) to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_P_TO_RGBA,DINT,,present,Transform the color space from YUV420 YV12 (P) to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_P_TO_BGRA,DINT,,present,Transform the color space from YUV420 YV12 (P) to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_TO_GRAY,DINT,,present,Transform the color space from YUV420 to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV21_TO_GRAY,DINT,,present,Transform the color space from YUV420 to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_NV12_TO_GRAY,DINT,,present,Transform the color space from YUV420 to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_YV12_TO_GRAY,DINT,,present,Transform the color space from YUV420 to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_IYUV_TO_GRAY,DINT,,present,Transform the color space from YUV420 to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_I420_TO_GRAY,DINT,,present,Transform the color space from YUV420 to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_SP_TO_GRAY,DINT,,present,Transform the color space from YUV420 to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_420_P_TO_GRAY,DINT,,present,Transform the color space from YUV420 to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYVY_TO_RGB,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYVY_TO_BGR,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to BGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_Y422_TO_RGB,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_Y422_TO_BGR,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to BGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYNV_TO_RGB,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYNV_TO_BGR,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to BGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYVY_TO_RGBA,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to RGBA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYVY_TO_BGRA,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to BGRA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_Y422_TO_RGBA,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_Y422_TO_BGRA,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to BGRA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYNV_TO_RGBA,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYNV_TO_BGRA,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to BGRA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUY2_TO_RGB,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUY2_TO_BGR,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to BGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YVYU_TO_RGB,DINT,,present,Transform the color space from YUV422 YVYU to RGB.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YVYU_TO_BGR,DINT,,present,Transform the color space from YUV422 YVYU to BGR.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUYV_TO_RGB,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUYV_TO_BGR,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to BGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUNV_TO_RGB,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to RGB."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUNV_TO_BGR,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to BGR."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUY2_TO_RGBA,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to RGBA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUY2_TO_BGRA,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to BGRA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YVYU_TO_RGBA,DINT,,present,Transform the color space from YUV422 YVYU to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YVYU_TO_BGRA,DINT,,present,Transform the color space from YUV422 YVYU to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUYV_TO_RGBA,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to RGBA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUYV_TO_BGRA,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to BGRA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUNV_TO_RGBA,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to RGBA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUNV_TO_BGRA,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to BGRA."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYVY_TO_GRAY,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to Gray."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUY2_TO_GRAY,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to Gray."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_Y422_TO_GRAY,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to Gray."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_UYNV_TO_GRAY,DINT,,present,"Transform the color space from YUV422 UYVY (Y422, UYNV) to Gray."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YVYU_TO_GRAY,DINT,,present,Transform the color space from YUV422 YVYU to Gray.
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUYV_TO_GRAY,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to Gray."
ETcVnColorSpaceTransform,Enums,TCVN_CST_YUV_422_YUNV_TO_GRAY,DINT,,present,"Transform the color space from YUV422 YUYV (YUY2, YUNV) to Gray."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_PREMULTIPLICATED_RGBA,DINT,,present,Transform the color space from RGBA to premultiplicated RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_PREMULTIPLICATED_RGBA_TO_RGBA,DINT,,present,Transform the color space from premultiplicated RGBA to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_420_I420,DINT,,present,Transform the color space from RGB to YUV420 IYUV (I420).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_420_I420,DINT,,present,Transform the color space from BGR to YUV420 IYUV (I420).
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_420_IYUV,DINT,,present,Transform the color space from RGB to YUV420 IYUV (I420).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_420_IYUV,DINT,,present,Transform the color space from BGR to YUV420 IYUV (I420).
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_420_I420,DINT,,present,Transform the color space from RGBA to YUV420 IYUV (I420).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_420_I420,DINT,,present,Transform the color space from BGRA to YUV420 IYUV (I420).
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_420_IYUV,DINT,,present,Transform the color space from RGBA to YUV420 IYUV (I420).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_420_IYUV,DINT,,present,Transform the color space from BGRA to YUV420 IYUV (I420).
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_420_YV12,DINT,,present,Transform the color space from RGB to YUV420 YV12 (P).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_420_YV12,DINT,,present,Transform the color space from BGR to YUV420 YV12 (P).
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_420_YV12,DINT,,present,Transform the color space from RGBA to YUV420 YV12 (P).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_420_YV12,DINT,,present,Transform the color space from BGRA to YUV420 YV12 (P).
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_RG_TO_BGR_EA,DINT,,present,"Transform the color space from BayerRG to BGR, using an Edge Aware algorithm."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GR_TO_BGR_EA,DINT,,present,"Transform the color space from BayerGR to BGR, using an Edge Aware algorithm."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_BG_TO_BGR_EA,DINT,,present,"Transform the color space from BayerBG to BGR, using an Edge Aware algorithm."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GB_TO_BGR_EA,DINT,,present,"Transform the color space from BayerGB to BGR, using an Edge Aware algorithm."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_RG_TO_RGB_EA,DINT,,present,"Transform the color space from BayerRG to RGB, using an Edge Aware algorithm."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GR_TO_RGB_EA,DINT,,present,"Transform the color space from BayerGR to RGB, using an Edge Aware algorithm."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_BG_TO_RGB_EA,DINT,,present,"Transform the color space from BayerBG to RGB, using an Edge Aware algorithm."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GB_TO_RGB_EA,DINT,,present,"Transform the color space from BayerGB to RGB, using an Edge Aware algorithm."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_RG_TO_BGRA,DINT,,present,Transform the color space from BayerRG to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GR_TO_BGRA,DINT,,present,Transform the color space from BayerGR to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_BG_TO_BGRA,DINT,,present,Transform the color space from BayerBG to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GB_TO_BGRA,DINT,,present,Transform the color space from BayerGB to BGRA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_RG_TO_RGBA,DINT,,present,Transform the color space from BayerRG to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GR_TO_RGBA,DINT,,present,Transform the color space from BayerGR to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_BG_TO_RGBA,DINT,,present,Transform the color space from BayerBG to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BAYER_GB_TO_RGBA,DINT,,present,Transform the color space from BayerGB to RGBA.
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_422_UYVY,DINT,,present,"Transform the color space from RGB to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_422_UYVY,DINT,,present,"Transform the color space from BGR to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_422_Y422,DINT,,present,"Transform the color space from RGB to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_422_Y422,DINT,,present,"Transform the color space from BGR to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_422_UYNV,DINT,,present,"Transform the color space from RGB to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_422_UYNV,DINT,,present,"Transform the color space from BGR to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_422_UYVY,DINT,,present,"Transform the color space from RGBA to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_422_UYVY,DINT,,present,"Transform the color space from BGRA to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_422_Y422,DINT,,present,"Transform the color space from RGBA to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_422_Y422,DINT,,present,"Transform the color space from BGRA to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_422_UYNV,DINT,,present,"Transform the color space from RGBA to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_422_UYNV,DINT,,present,"Transform the color space from BGRA to YUV422 UYVY (Y422, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_422_YUY2,DINT,,present,"Transform the color space from RGB to YUV422 YUY2 (YUYV, YUNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_422_YUY2,DINT,,present,"Transform the color space from BGR to YUV422 YUY2 (YUYV, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_422_YVYU,DINT,,present,Transform the color space from RGB to YUV422 YVYU.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_422_YVYU,DINT,,present,Transform the color space from BGR to YUV422 YVYU.
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_422_YUYV,DINT,,present,"Transform the color space from RGB to YUV422 YUY2 (YUYV, YUNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_422_YUYV,DINT,,present,"Transform the color space from BGR to YUV422 YUY2 (YUYV, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGB_TO_YUV_422_YUNV,DINT,,present,"Transform the color space from RGB to YUV422 YUY2 (YUYV, YUNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGR_TO_YUV_422_YUNV,DINT,,present,"Transform the color space from BGR to YUV422 YUY2 (YUYV, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_422_YUY2,DINT,,present,"Transform the color space from RGBA to YUV422 YUY2 (YUYV, YUNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_422_YUY2,DINT,,present,"Transform the color space from BGRA to YUV422 YUY2 (YUYV, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_422_YVYU,DINT,,present,Transform the color space from RGBA to YUV422 YVYU.
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_422_YVYU,DINT,,present,Transform the color space from BGRA to YUV422 YVYU.
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_422_YUYV,DINT,,present,"Transform the color space from RGBA to YUV422 YUY2 (YUYV, YUNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_422_YUYV,DINT,,present,"Transform the color space from BGRA to YUV422 YUY2 (YUYV, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_RGBA_TO_YUV_422_YUNV,DINT,,present,"Transform the color space from RGBA to YUV422 YUY2 (YUYV, YUNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_BGRA_TO_YUV_422_YUNV,DINT,,present,"Transform the color space from BGRA to YUV422 YUY2 (YUYV, UYNV)."
ETcVnColorSpaceTransform,Enums,TCVN_CST_MAX,DINT,,present,"For internal use only, adapted when adding new values."
ETcVnColorTrainingMethod,Enums,TCVN_CTM_LAB,DINT,,present,Trains the color in CIE L*a*b* color space.
ETcVnColorTrainingMethod,Enums,TCVN_CTM_RGB,DINT,,present,Trains the color in RGB color space.
ETcVnComparisonOperator,Enums,TCVN_CO_LESS,INT,,present,Sort values ascending
ETcVnComparisonOperator,Enums,TCVN_CO_GREATER,INT,,present,Sort values descending
ETcVnConnectedComponentsAlgorithm,Enums,TCVN_CCA_WU,DINT,,present,SAUF algorithm
ETcVnConnectedComponentsAlgorithm,Enums,TCVN_CCA_GRANA,DINT,,present,"BBDT algorithm for 8-way connectivity, SAUF algorithm for 4-way connectivity"
ETcVnContainerExportFormat,Enums,TCVN_CEF_XML,UINT,,present,XML format with human readable data
ETcVnContainerExportFormat,Enums,TCVN_CEF_XML_SERIALIZED,UINT,,present,XML format with serialized data
ETcVnContainerExportFormat,Enums,TCVN_CEF_CSV,UINT,,present,"CSV format (limited to two dimensional representation, so not applicable for all container types)"
ETcVnContainerExportFormat,Enums,TCVN_CEF_BINARY,UINT,,present,Binary serialized data (recommended for large containers)
ETcVnContourApproximationMethod,Enums,TCVN_CAM_NONE,DINT,,present,"No approximation, every single point is stored, i.e. two subsequent points are always direct neighbors (horizontal, vertical or diagonal)."
ETcVnContourApproximationMethod,Enums,TCVN_CAM_SIMPLE,DINT,,present,"Lossless compression of segments that form straight lines in horizontal, vertical or diagonal direction leaving only their endpoints (For instance, an up-right rectangle is reduced to its four corner points.)"
ETcVnContourApproximationMethod,Enums,TCVN_CAM_TC89_L1,DINT,,present,"Compression using a Teh-Chin chain approximation algorithm (IEEE-paper C. Teh, R. Chin, On the Detection of Dominant Points on Digital Curves, 1989)."
ETcVnContourApproximationMethod,Enums,TCVN_CAM_TC89_KCOS,DINT,,present,"Compression using a Teh-Chin chain approximation algorithm (IEEE-paper C. Teh, R. Chin, On the Detection of Dominant Points on Digital Curves, 1989)."
ETcVnContourRetrievalMode,Enums,TCVN_CRM_EXTERNAL,DINT,,present,Returns only external contours.
ETcVnContourRetrievalMode,Enums,TCVN_CRM_LIST,DINT,,present,"Returns all found contours, not considering their hierarchy."
ETcVnContourRetrievalMode,Enums,TCVN_CRM_CONNECTED_COMPONENTS,DINT,,present,"Returns all contours with a 2-level hierarchy (External contours are assigned level 0, internal contours level 1)."
ETcVnContourRetrievalMode,Enums,TCVN_CRM_TREE,DINT,,present,Returns all contours and their full hierarchy.
ETcVnContourRetrievalMode,Enums,TCVN_CRM_FLOODFILL,DINT,,present,Returns the found contours using a floodfill algorithm (only available for DINT images).
ETcVnContoursMatchComparisonMethod,Enums,TCVN_CMCM_CONTOURS_MATCH_I1,DINT,,present,Contours are compared using the sum over the differences between the reciprocal individual characteristics.
